customer_id,gender,age,annual_income,spending_score
1151,Male,29,42532,55
1152,Female,26,18040,26
1153,Male,42,58932,33
1154,Male,44,24778,56
1155,Male,27,41392,50
1156,Male,30,140000,100
1157,Male,33,22357,56
1158,Male,43,49344,42
1159,Male,31,87822,100
1160,Female,43,53926,49
1161,Male,38,59072,45
1162,Male,30,25746,57
1163,Female,33,72990,89
1164,Male,24,73025,81
1165,Male,42,34612,35
1166,Female,48,30700,51
1167,Female,45,55789,22
1168,Female,50,37755,57
1169,Male,42,42885,48
1170,Male,21,106662,70
1171,Female,21,44815,36
1172,Male,46,105264,88
1173,Male,29,83927,83
1174,Male,40,50080,84
1175,Female,44,25409,51
1176,Female,63,140000,79
1177,Female,70,140000,66
1178,Male,48,65779,33
1179,Male,33,51033,55
1180,Female,46,46245,36
1181,Female,49,75073,41
1182,Female,56,23561,31
1183,Male,59,32778,29
1184,Female,21,119813,84
1185,Male,31,61747,55
1186,Male,28,24311,32
1187,Male,28,43652,62
1188,Male,29,111355,80
1189,Female,32,62517,56
1190,Female,55,30515,39
1191,Female,46,68712,41
1192,Female,38,70425,74
1193,Male,70,54858,31
1194,Female,58,86802,68
1195,Male,45,27174,38
1196,Male,40,27618,62
1197,Female,55,21977,49
1198,Male,51,17013,53
1199,Male,30,75899,73
1200,Male,18,23392,51
1201,Male,27,61996,56
1202,Female,51,58889,44
1203,Female,23,79552,45
1204,Female,55,73602,63
1205,Male,55,140000,77
1206,Male,49,75939,40
1207,Female,18,64251,65
1208,Female,41,27959,50
1209,Female,22,140000,100
1210,Female,43,73224,48
1211,Male,26,58381,84
1212,Female,38,79949,59
1213,Female,18,47339,74
1214,Female,67,41464,32
1215,Female,29,52744,76
1216,Male,48,59156,77
1217,Male,56,27263,42
1218,Male,18,44932,33
1219,Female,57,49105,42
1220,Female,20,84682,48
1221,Male,50,33326,29
1222,Female,34,34236,55
1223,Male,48,75003,64
1224,Female,23,42829,42
1225,Male,46,45128,58
1226,Female,45,28268,53
1227,Male,48,52020,53
1228,Female,45,71104,65
1229,Male,49,34161,48
1230,Male,39,43008,62
1231,Male,26,42776,74
1232,Male,25,44352,52
1233,Male,26,34449,76
1234,Male,57,17702,26
1235,Male,52,18733,56
1236,Male,36,95835,100
1237,Female,19,50420,87
1238,Female,39,92295,90
1239,Male,28,46860,55
1240,Female,44,33973,52
1241,Female,45,57792,47
1242,Male,43,32865,58
1243,Female,35,36905,68
1244,Female,58,91145,46
1245,Male,56,65022,90
1246,Female,31,48970,90
1247,Male,43,63958,61
1248,Male,59,27792,28
1249,Female,27,15218,42
1250,Male,30,42270,69
1251,Male,63,36228,55
1252,Male,45,47917,40
1253,Female,42,37676,53
1254,Female,31,47057,66
1255,Female,46,138140,53
1256,Male,62,15000,5
1257,Male,42,80195,92
1258,Female,40,54129,65
1259,Male,34,51273,65
1260,Female,45,63498,48
1261,Male,41,28106,46
1262,Female,35,35917,76
1263,Male,41,66726,61
1264,Male,37,20161,41
1265,Female,59,26350,52
1266,Male,47,40333,57
1267,Female,22,140000,94
1268,Male,50,25802,34
1269,Female,18,16528,35
1270,Female,50,46052,36
1271,Male,52,49602,51
1272,Male,46,17439,53
1273,Male,21,55885,75
1274,Female,40,43847,62
1275,Male,38,74997,65
1276,Female,36,53419,79
1277,Female,68,61272,30
1278,Female,41,34173,52
1279,Male,37,17994,60
1280,Female,27,43437,53
1281,Female,44,62102,54
1282,Male,36,23047,26
1283,Female,44,19155,45
1284,Male,25,23536,26
1285,Female,39,55659,49
1286,Male,42,42522,37
1287,Female,70,93103,50
1288,Male,41,66363,69
1289,Male,33,140000,76
1290,Male,18,78574,55
1291,Female,32,53730,62
1292,Male,47,64471,67
1293,Male,58,33352,71
1294,Male,40,40110,73
1295,Male,18,79175,20
1296,Female,39,32381,88
1297,Female,51,31614,60
1298,Male,35,27859,53
1299,Male,18,120702,70
1300,Female,26,51210,59
1301,Male,31,36773,97
1302,Male,40,50193,66
1303,Female,39,104236,58
1304,Female,57,33520,43
1305,Male,47,38854,61
1306,Female,20,22332,54
1307,Male,57,34898,50
1308,Female,33,35935,34
1309,Female,48,54232,52
1310,Female,40,17061,41
1311,Male,20,32992,61
1312,Female,56,126696,75
1313,Female,27,41307,73
1314,Female,34,83167,82
1315,Male,22,64676,48
1316,Female,70,124948,60
1317,Male,46,109332,83
1318,Female,38,93036,82
1319,Male,41,140000,93
1320,Male,35,17087,43
1321,Female,27,57420,68
1322,Male,57,37786,41
1323,Male,18,46702,45
1324,Male,18,32966,45
1325,Female,58,134261,89
1326,Male,18,75140,35
1327,Male,45,83366,61
1328,Female,43,72499,60
1329,Female,52,34570,59
1330,Female,70,59218,26
1331,Female,30,18248,39
1332,Female,27,18456,44
1333,Male,70,21483,34
1334,Female,37,53653,55
1335,Male,50,31167,42
1336,Female,32,81639,73
1337,Female,42,134556,100
1338,Male,43,31320,38
1339,Female,35,23740,52
1340,Female,34,56448,59
1341,Male,41,56996,60
1342,Female,32,45486,43
1343,Male,46,88466,29
1344,Female,29,42310,66
1345,Male,37,18249,57
1346,Male,32,33399,43
1347,Female,59,31465,20
1348,Female,52,123459,82
1349,Female,42,85262,78
1350,Female,52,79921,79
1351,Female,27,29597,39
1352,Male,36,23809,37
1353,Male,38,49359,51
1354,Female,20,27715,47
1355,Female,28,39681,58
1356,Male,40,25931,41
1357,Female,37,26963,55
1358,Male,58,48168,38
1359,Male,42,54264,63
1360,Male,54,140000,92
1361,Female,44,140000,92
1362,Female,18,59475,25
1363,Male,26,50500,87
1364,Female,26,57574,69
1365,Male,58,32500,20
1366,Male,53,68439,45
1367,Male,44,103627,100
1368,Male,46,140000,84
1369,Female,65,19026,37
1370,Male,29,60636,61
1371,Female,42,107289,72
1372,Male,48,18531,42
1373,Female,52,16471,45
1374,Female,39,62566,49
1375,Female,18,20813,19
1376,Female,56,50586,65
1377,Female,42,30727,45
1378,Male,18,41928,69
1379,Female,32,15000,36
1380,Male,34,15000,70
1381,Female,66,74976,33
1382,Female,59,37536,46
1383,Female,28,65581,100
1384,Male,34,63535,66
1385,Female,37,60241,92
1386,Male,50,64083,74
1387,Male,36,31598,54
1388,Male,48,140000,89
1389,Male,18,35999,44
1390,Female,29,27992,57
1391,Male,64,34821,29
1392,Male,53,19936,37
1393,Female,36,58393,77
1394,Female,38,27219,62
1395,Male,22,48808,54
1396,Female,29,36221,55
1397,Male,70,97296,43
1398,Female,34,33842,53
1399,Male,35,59658,53
1400,Male,24,26375,61
1401,Male,58,93657,50
1402,Male,22,19821,30
1403,Male,44,21530,65
1404,Male,52,55167,73
1405,Male,35,66736,56
1406,Male,56,62832,54
1407,Male,56,15179,28
1408,Female,47,48367,28
1409,Male,54,48768,69
1410,Male,34,30963,38
1411,Male,44,76415,59
1412,Female,18,62143,44
1413,Male,45,69059,48
1414,Male,43,65636,45
1415,Male,53,36476,28
1416,Male,37,29035,20
1417,Male,61,136610,38
1418,Male,41,24249,79
1419,Female,36,55295,39
1420,Female,18,140000,100
1421,Female,66,126780,63
1422,Male,40,54936,47
1423,Male,40,18280,66
1424,Female,54,63181,28
1425,Female,39,52860,82
1426,Male,55,79995,58
1427,Female,64,35342,29
1428,Female,40,108505,100
1429,Female,18,51661,36
1430,Female,64,36670,12
1431,Male,51,74045,31
1432,Male,53,32672,40
1433,Female,34,37594,57
1434,Female,52,96905,58
1435,Male,47,86909,81
1436,Female,58,45682,56
1437,Male,24,66195,40
1438,Female,21,43562,71
1439,Female,39,25864,49
1440,Male,31,78489,83
1441,Female,25,51276,42
1442,Female,40,51832,55
1443,Male,43,79661,72
1444,Male,31,57284,71
1445,Male,21,32703,34
1446,Male,57,40547,44
1447,Male,55,35277,49
1448,Female,33,23226,68
1449,Male,18,130942,60
1450,Female,57,70690,57
1451,Female,45,24689,33
1452,Male,53,37900,37
1453,Male,18,73221,59
1454,Male,28,43060,60
1455,Female,62,26494,44
1456,Female,49,25210,41
1457,Male,19,40076,41
1458,Male,45,48118,62
1459,Female,23,54462,67
1460,Female,32,16885,35
1461,Male,60,29907,20
1462,Male,55,101217,47
1463,Male,69,38293,21
1464,Male,31,24485,63
1465,Male,34,20457,57
1466,Female,37,60212,51
1467,Female,27,52894,70
1468,Female,32,65361,83
1469,Male,46,38448,56
1470,Male,26,29549,29
1471,Male,25,26517,64
1472,Male,18,51904,56
1473,Male,32,21932,95
1474,Female,29,59705,30
1475,Female,19,91030,58
1476,Female,23,30540,55
1477,Male,43,40569,62
1478,Male,45,21633,52
1479,Female,27,70399,79
1480,Female,40,49968,74
1481,Male,29,110975,100
1482,Female,41,38082,44
1483,Female,38,66626,69
1484,Male,18,35661,66
1485,Female,32,46651,48
1486,Male,40,35218,53
1487,Male,32,106919,77
1488,Female,49,72835,86
1489,Female,29,22799,35
1490,Female,41,66608,60
1491,Male,34,63679,62
1492,Female,41,46213,56
1493,Female,21,46337,40
1494,Male,46,42829,50
1495,Female,18,41357,63
1496,Male,24,140000,58
1497,Female,58,40980,48
1498,Male,43,22257,58
1499,Female,48,15000,6
1500,Female,21,72027,87
1501,Female,40,40810,57
1502,Male,23,36436,70
1503,Male,28,51092,88
1504,Female,28,90102,78
1505,Male,37,28310,49
1506,Male,38,79925,72
1507,Female,23,46915,67
1508,Female,18,140000,96
1509,Female,44,42020,79
1510,Male,33,36669,42
1511,Male,43,53324,53
1512,Female,46,49123,77
1513,Male,22,15000,39
1514,Male,55,24854,25
1515,Female,36,140000,94
1516,Female,70,26810,22
1517,Female,34,51810,41
1518,Female,65,32000,24
1519,Female,21,47288,21
1520,Male,33,63478,35
1521,Female,37,30580,48
1522,Female,60,95971,74
1523,Male,41,37911,75
1524,Female,27,40460,77
1525,Female,51,51299,41
1526,Female,19,24238,20
1527,Female,68,28272,44
1528,Female,56,51521,69
1529,Female,36,29704,37
1530,Male,31,56918,96
1531,Female,31,140000,100
1532,Male,36,47883,49
1533,Male,45,140000,92
1534,Male,44,15000,54
1535,Female,41,38987,68
1536,Male,45,30092,51
1537,Male,30,51248,74
1538,Female,26,29014,58
1539,Male,18,15000,50
1540,Male,42,15000,64
1541,Female,51,17458,66
1542,Female,45,26466,65
1543,Male,51,140000,100
1544,Male,18,92414,50
1545,Male,38,57359,53
1546,Female,35,26926,62
1547,Female,34,68315,97
1548,Female,53,59445,50
1549,Male,42,24346,41
1550,Female,52,49645,47
1551,Male,34,60415,69
1552,Male,48,123656,83
1553,Female,33,51057,58
1554,Male,40,26268,63
1555,Male,38,140000,100
1556,Male,49,67824,67
1557,Male,41,47581,33
1558,Male,28,50077,71
1559,Female,53,140000,83
1560,Female,41,140000,100
1561,Female,55,78696,40
1562,Female,41,15744,16
1563,Female,24,34479,55
1564,Male,44,80282,80
1565,Female,26,87503,51
1566,Female,58,73200,54
1567,Female,44,19597,60
1568,Male,33,71752,76
1569,Female,25,117346,89
1570,Male,47,29722,45
1571,Male,45,26192,35
1572,Female,41,89749,84
1573,Male,24,33319,57
1574,Female,22,64645,65
1575,Female,24,45813,69
1576,Male,52,48045,26
1577,Female,53,58725,28
1578,Female,38,20884,74
1579,Female,27,56620,43
1580,Female,41,20633,51
1581,Female,49,55821,58
1582,Female,18,65413,65
1583,Male,54,124987,68
1584,Male,49,44684,24
1585,Female,56,22700,14
1586,Male,38,140000,70
1587,Male,18,48709,85
1588,Male,62,30048,28
1589,Female,35,30124,64
1590,Female,29,54260,62
1591,Male,69,140000,91
1592,Female,44,19245,14
1593,Male,35,92154,75
1594,Female,30,40551,66
1595,Male,26,56668,43
1596,Female,25,51107,29
1597,Female,33,19939,56
1598,Female,25,98711,77
1599,Male,33,30292,58
1600,Male,44,101924,88
1601,Female,32,48848,43
1602,Female,53,140000,80
1603,Male,18,103130,86
1604,Female,47,21307,55
1605,Male,18,19922,17
1606,Male,24,50626,44
1607,Male,34,37677,77
1608,Female,34,40074,57
1609,Female,47,47037,78
1610,Female,18,15000,34
1611,Female,34,32827,67
1612,Male,27,67740,57
1613,Female,57,85021,73
1614,Male,37,36498,57
1615,Male,44,70049,69
1616,Male,58,58909,47
1617,Male,41,52942,33
1618,Female,34,103233,81
1619,Male,39,44382,32
1620,Male,19,26390,50
1621,Male,38,45837,57
1622,Female,49,138579,81
1623,Male,18,22711,1
1624,Female,38,99843,79
1625,Female,47,48938,51
1626,Female,37,140000,98
1627,Female,19,46094,36
1628,Male,38,32089,44
1629,Female,18,35089,54
1630,Male,31,32273,45
1631,Male,36,36217,58
1632,Male,21,54199,57
1633,Male,33,140000,94
1634,Male,55,18237,22
1635,Male,47,129347,100
1636,Female,56,72369,49
1637,Male,60,65970,64
1638,Male,50,35284,68
1639,Male,51,79588,34
1640,Male,18,60587,55
1641,Male,38,17156,67
1642,Male,45,28082,63
1643,Male,44,80082,73
1644,Male,45,68271,86
1645,Male,24,140000,100
1646,Female,62,37537,42
1647,Female,64,35937,14
1648,Male,31,67446,100
1649,Male,31,42780,57
1650,Female,18,41565,57
1651,Female,18,60949,68
1652,Male,39,40517,50
1653,Female,38,99148,92
1654,Female,58,23759,44
1655,Male,59,30084,17
1656,Male,69,42085,3
1657,Female,66,140000,90
1658,Male,42,50182,65
1659,Male,39,58707,73
1660,Male,54,18621,24
1661,Male,47,23925,37
1662,Male,57,24369,45
1663,Female,18,64231,84
1664,Male,18,91389,45
1665,Female,40,53245,55
1666,Male,33,30781,43
1667,Female,50,86471,82
1668,Male,60,60987,73
1669,Female,42,140000,76
1670,Male,47,22423,48
1671,Male,24,21592,42
1672,Female,18,70066,68
1673,Female,37,89321,73
1674,Male,44,21646,41
1675,Female,27,44525,46
1676,Male,51,119405,86
1677,Male,49,118958,65
1678,Male,64,56752,35
1679,Male,39,46024,67
1680,Male,30,43191,46
1681,Female,30,21535,64
1682,Male,22,32754,62
1683,Female,38,81028,73
1684,Male,44,55032,71
1685,Female,44,31987,47
1686,Female,47,25613,37
1687,Female,36,28299,39
1688,Female,37,91965,64
1689,Male,59,15000,30
1690,Male,41,41447,45
1691,Female,48,73935,56
1692,Female,42,30602,32
1693,Female,34,57785,75
1694,Female,41,53592,51
1695,Female,32,137531,100
1696,Female,31,25722,40
1697,Male,56,50984,73
1698,Female,23,74505,50
1699,Male,29,62519,59
1700,Male,56,50163,34
1701,Female,34,110871,89
1702,Female,52,60630,44
1703,Male,34,22989,32
1704,Female,37,50519,64
1705,Male,38,128731,100
1706,Male,37,27574,35
1707,Female,39,67662,60
1708,Female,35,35468,59
1709,Female,20,21932,44
1710,Male,26,34405,39
1711,Male,45,46135,61
1712,Male,33,48505,69
1713,Female,42,67191,40
1714,Female,52,126797,56
1715,Male,48,43406,60
1716,Female,50,115270,60
1717,Female,40,74211,36
1718,Male,22,61243,49
1719,Male,28,71636,43
1720,Male,34,105997,75
1721,Male,18,38657,46
1722,Male,49,43214,23
1723,Male,36,46170,69
1724,Female,42,15000,47
1725,Female,35,72635,75
1726,Female,18,39722,52
1727,Female,18,64765,85
1728,Male,45,28178,63
1729,Female,33,82797,75
1730,Female,46,83090,65
1731,Female,32,23426,50
1732,Female,50,23114,76
1733,Male,55,40523,28
1734,Female,43,49883,41
1735,Male,30,45058,38
1736,Female,56,55012,18
1737,Female,38,29461,44
1738,Female,45,60278,63
1739,Female,24,75733,36
1740,Female,30,30316,55
1741,Male,37,46225,60
1742,Male,54,15496,26
1743,Female,27,19464,27
1744,Male,28,26868,70
1745,Male,55,140000,67
1746,Female,19,60070,39
1747,Male,50,83179,75
1748,Male,56,82231,38
1749,Female,36,28066,38
1750,Female,53,48997,38
1751,Female,46,41325,49
1752,Male,41,63307,52
1753,Male,45,29453,18
1754,Male,46,15000,41
1755,Female,35,27552,72
1756,Female,40,62445,66
1757,Female,45,54356,67
1758,Male,21,87292,77
1759,Female,29,49602,62
1760,Female,57,30969,41
1761,Female,45,77116,61
1762,Female,32,62090,66
1763,Female,50,71550,45
1764,Female,55,51615,75
1765,Male,18,23028,50
1766,Female,18,137125,73
1767,Male,34,113831,96
1768,Male,40,97996,64
1769,Female,28,58670,43
1770,Male,62,31603,39
1771,Female,18,39875,20
1772,Male,51,51232,45
1773,Female,47,83982,72
1774,Female,25,82291,66
1775,Male,35,65105,38
1776,Male,47,20073,42
1777,Female,67,115827,62
1778,Male,28,31596,79
1779,Male,32,35509,75
1780,Female,35,24467,61
1781,Male,30,64212,55
1782,Female,44,43022,71
1783,Male,48,23282,53
1784,Male,59,111619,64
1785,Female,22,58070,36
1786,Female,43,36715,49
1787,Female,31,58745,56
1788,Female,18,68499,49
1789,Female,18,26568,49
1790,Female,53,61012,93
1791,Female,43,40107,51
1792,Female,18,25937,15
1793,Male,31,140000,100
1794,Male,56,27298,32
1795,Male,55,48942,21
1796,Female,64,43169,46
1797,Male,50,61812,64
1798,Female,53,41832,59
1799,Female,52,55001,41
1800,Male,31,58412,76
1801,Male,39,101264,42
1802,Male,29,43943,69
1803,Male,41,80710,69
1804,Male,40,37847,66
1805,Female,49,100710,84
1806,Male,21,47714,62
1807,Female,43,39806,98
1808,Female,47,20217,55
1809,Male,64,23075,1
1810,Male,54,33664,77
1811,Female,33,47280,35
1812,Male,39,32286,67
1813,Male,22,62604,75
1814,Male,18,49391,21
1815,Female,44,102046,98
1816,Male,18,76942,58
1817,Male,47,44171,38
1818,Male,28,57912,59
1819,Female,18,76392,61
1820,Female,44,91962,71
1821,Female,24,32219,48
1822,Female,45,27291,56
1823,Male,29,56224,93
1824,Male,38,38561,60
1825,Female,20,33731,62
1826,Male,35,37261,39
1827,Female,61,50989,32
1828,Female,36,41202,40
1829,Male,24,59695,38
1830,Female,48,66068,43
1831,Female,43,62993,59
1832,Male,40,21606,71
1833,Male,24,23718,56
1834,Male,36,58990,55
1835,Male,35,26373,72
1836,Female,35,91309,86
1837,Male,22,20629,45
1838,Female,39,35569,31
1839,Female,61,44095,17
1840,Female,28,15162,91
1841,Female,43,44763,50
1842,Female,27,38543,82
1843,Female,68,71217,45
1844,Female,43,50035,59
1845,Male,34,32591,47
1846,Female,26,140000,93
1847,Female,29,122905,93
1848,Female,18,25768,27
1849,Female,48,79039,75
1850,Female,18,33434,33
1851,Male,38,51627,57
1852,Male,44,36954,18
1853,Female,44,15000,16
1854,Male,31,24141,44
1855,Female,27,60087,35
1856,Female,23,23268,55
1857,Female,54,58551,32
1858,Male,47,59284,54
1859,Female,43,24113,19
1860,Male,49,94513,84
1861,Female,36,18999,26
1862,Female,44,60264,63
1863,Male,55,132405,94
1864,Male,47,44119,35
1865,Female,52,69815,69
1866,Male,51,92425,69
1867,Female,27,90934,66
1868,Female,62,62607,47
1869,Female,18,31271,54
1870,Female,44,78988,77
1871,Male,36,41376,55
1872,Male,27,35037,71
1873,Female,18,82103,83
1874,Male,30,64510,60
1875,Female,38,36726,58
1876,Female,55,51766,57
1877,Female,22,29996,14
1878,Male,18,57721,34
1879,Male,32,116146,98
1880,Female,45,47516,51
1881,Male,45,45926,57
1882,Female,29,41151,56
1883,Male,49,56267,50
1884,Male,45,92705,87
1885,Female,18,25873,8
1886,Male,44,41158,49
1887,Female,39,86083,71
1888,Male,37,93109,80
1889,Female,42,40574,61
1890,Male,35,73132,73
1891,Female,22,41632,36
1892,Male,46,29431,44
1893,Female,30,79589,66
1894,Female,43,36138,55
1895,Male,60,75687,65
1896,Female,26,32483,68
1897,Male,51,32395,19
1898,Female,52,47166,49
1899,Female,41,59510,70
1900,Female,22,48885,46
1901,Female,42,28849,56
1902,Female,39,104121,57
1903,Male,18,34208,46
1904,Female,18,74150,64
1905,Female,59,90965,61
1906,Female,24,63928,60
1907,Male,36,84806,83
1908,Male,36,76629,80
1909,Female,18,32064,55
1910,Male,41,88683,83
1911,Female,28,45473,46
1912,Male,35,45654,58
1913,Female,18,21425,36
1914,Male,32,68395,58
1915,Female,41,29057,39
1916,Male,26,55444,61
1917,Male,44,82287,66
1918,Female,37,28634,38
1919,Male,33,72560,60
1920,Female,43,140000,100
1921,Female,26,66609,69
1922,Male,32,25916,46
1923,Male,42,30393,85
1924,Male,39,33067,50
1925,Male,55,39791,46
1926,Female,34,43778,79
1927,Female,53,140000,65
1928,Male,34,34735,47
1929,Female,24,24540,35
1930,Female,19,116402,77
1931,Female,32,33160,69
1932,Female,29,33872,63
1933,Female,33,42293,46
1934,Female,62,28957,29
1935,Male,24,35817,36
1936,Female,18,35108,75
1937,Female,23,130963,100
1938,Male,53,72490,57
1939,Male,30,33526,57
1940,Male,36,72827,75
1941,Male,55,63790,37
1942,Male,35,45308,51
1943,Male,36,20738,57
1944,Female,59,38236,40
1945,Male,18,37531,38
1946,Female,43,46633,70
1947,Female,27,133275,100
1948,Male,54,113145,77
1949,Male,42,36900,43
1950,Female,70,25503,24
1951,Female,30,51634,71
1952,Male,45,53828,67
1953,Female,26,46861,27
1954,Male,23,42737,45
1955,Female,36,78770,61
1956,Male,18,80986,84
1957,Male,49,24760,29
1958,Female,41,38540,59
1959,Male,47,24543,39
1960,Male,32,39978,50
1961,Female,23,57930,72
1962,Male,60,46703,63
1963,Male,26,27376,47
1964,Female,26,59061,45
1965,Female,27,93885,74
1966,Male,27,140000,85
1967,Female,47,36177,43
1968,Female,45,72952,48
1969,Female,27,140000,100
1970,Male,45,68936,59
1971,Male,62,31537,30
1972,Female,46,36395,72
1973,Female,43,93352,63
1974,Male,18,103440,69
1975,Male,22,123043,98
1976,Female,18,52288,50
1977,Female,27,93437,68
1978,Male,21,138202,100
1979,Female,37,51612,44
1980,Male,56,105709,48
1981,Female,20,51178,48
1982,Female,52,74795,63
1983,Female,48,30526,53
1984,Female,33,81489,75
1985,Male,38,15000,78
1986,Female,47,42972,52
1987,Male,43,54879,72
1988,Female,18,32028,41
1989,Female,31,22329,61
1990,Female,33,105636,80
1991,Male,21,15000,26
1992,Male,44,99592,80
1993,Female,70,26177,15
1994,Female,33,37073,73
1995,Male,25,15625,47
1996,Male,26,93365,64
1997,Female,47,110703,72
1998,Male,37,126880,84
1999,Male,59,36943,26
2000,Female,32,28678,26
2001,Male,28,16872,23
2002,Female,42,85792,42
2003,Male,24,61485,67
2004,Male,44,36599,43
2005,Female,60,31264,52
2006,Male,39,87060,78
2007,Male,43,81728,95
2008,Female,70,115458,62
2009,Female,22,33657,47
2010,Male,55,66749,63
2011,Male,30,67552,84
2012,Male,43,19576,18
2013,Male,30,15734,50
2014,Male,47,65045,58
2015,Male,28,28185,76
2016,Female,62,102627,42
2017,Female,22,52105,63
2018,Female,44,55014,51
2019,Female,40,60656,46
2020,Female,45,67229,58
2021,Female,29,79345,56
2022,Female,18,33905,16
2023,Male,20,35452,81
2024,Female,70,15000,14
2025,Male,50,140000,82
2026,Male,31,98827,71
2027,Female,70,51317,42
2028,Male,38,23657,30
2029,Female,41,26006,44
2030,Female,35,30984,57
2031,Male,31,83379,89
2032,Male,35,62286,84
2033,Male,29,35768,78
2034,Male,23,60761,46
2035,Male,42,51743,60
2036,Male,28,42174,44
2037,Female,53,32296,54
2038,Female,62,111845,56
2039,Female,47,63677,68
2040,Female,36,28775,50
2041,Male,45,60770,39
2042,Male,49,33608,36
2043,Male,30,113910,100
2044,Male,36,55868,69
2045,Male,44,35878,43
2046,Female,45,34119,77
2047,Female,45,25660,15
2048,Male,42,44245,39
2049,Female,42,25075,67
2050,Male,59,84128,54
2051,Male,21,24176,37
2052,Male,47,68786,66
2053,Male,49,50066,57
2054,Male,35,107223,64
2055,Male,58,78687,64
2056,Male,41,35524,60
2057,Female,40,26501,57
2058,Male,47,17474,40
2059,Female,70,30796,38
2060,Male,47,51753,68
2061,Male,27,24515,56
2062,Male,35,114604,91
2063,Male,38,76096,81
2064,Male,43,38451,37
2065,Female,34,127376,100
2066,Female,31,105324,100
2067,Male,38,26385,52
2068,Female,25,59303,76
2069,Female,41,69428,67
2070,Female,49,97003,60
2071,Female,39,75437,74
2072,Female,70,38779,53
2073,Male,54,43580,64
2074,Male,44,63888,71
2075,Male,35,100531,85
2076,Male,18,28156,48
2077,Female,66,140000,52
2078,Female,43,15282,21
2079,Male,18,117323,48
2080,Female,41,20910,44
2081,Male,18,17918,25
2082,Male,57,51705,51
2083,Female,19,33143,41
2084,Male,46,140000,66
2085,Female,39,50211,26
2086,Female,39,32047,54
2087,Male,18,28589,34
2088,Female,52,49996,38
2089,Female,26,22762,63
2090,Male,32,70264,43
2091,Female,29,22773,33
2092,Male,54,24749,37
2093,Male,49,35103,69
2094,Female,35,29081,41
2095,Female,30,17419,38
2096,Female,44,48464,48
2097,Male,46,112088,89
2098,Female,58,120863,46
2099,Male,54,29766,52
2100,Male,32,86257,52
2101,Male,47,131115,78
2102,Female,20,132655,69
2103,Male,46,117148,96
2104,Female,35,36727,56
2105,Male,18,51495,58
2106,Female,35,57821,59
2107,Male,18,16646,40
2108,Female,36,51586,89
2109,Female,48,94302,70
2110,Female,26,82298,61
2111,Male,48,125420,87
2112,Female,24,31509,62
2113,Male,20,49425,54
2114,Female,31,89814,52
2115,Female,29,23326,61
2116,Female,49,79796,71
2117,Female,20,140000,100
2118,Female,29,48064,82
2119,Female,31,21084,23
2120,Female,35,68976,64
2121,Female,21,27063,32
2122,Male,24,44428,39
2123,Female,27,43502,74
2124,Male,49,80569,64
2125,Female,30,63657,33
2126,Male,62,22061,25
2127,Male,31,16133,63
2128,Male,48,36422,58
2129,Female,47,83114,51
2130,Female,38,66898,52
2131,Female,44,140000,77
2132,Female,18,24502,39
2133,Male,36,39870,76
2134,Male,47,106926,61
2135,Female,55,89159,75
2136,Male,51,27032,28
2137,Female,34,132172,93
2138,Male,18,47731,67
2139,Female,27,72950,83
2140,Female,45,59973,54
2141,Male,40,32883,21
2142,Male,40,84868,65
2143,Male,58,23357,21
2144,Female,52,40063,51
2145,Male,48,23383,62
2146,Male,46,140000,100
2147,Female,31,69556,85
2148,Female,53,140000,53
2149,Male,18,65144,69
2150,Female,32,30506,67
2151,Male,18,20205,41
2152,Female,70,73370,45
2153,Female,42,73314,55
2154,Male,44,63047,99
2155,Female,35,125878,85
2156,Male,45,46908,76
2157,Male,33,33446,39
2158,Female,56,45349,45
2159,Female,35,45998,78
2160,Male,38,45234,40
2161,Male,64,81534,37
2162,Male,39,83124,47
2163,Female,41,61351,53
2164,Male,32,17612,59
2165,Male,46,21297,58
2166,Male,26,62286,77
2167,Male,49,52313,73
2168,Female,38,44841,50
2169,Female,59,19342,38
2170,Female,44,40207,55
2171,Female,37,59756,69
2172,Male,34,68648,73
2173,Male,43,23294,53
2174,Female,45,20392,52
2175,Female,42,39252,39
2176,Male,44,43206,71
2177,Female,45,17005,45
2178,Male,45,21479,54
2179,Female,33,23927,64
2180,Female,30,35553,54
2181,Male,35,29768,57
2182,Female,22,21420,35
2183,Male,46,86426,59
2184,Male,38,35133,71
2185,Male,21,32867,52
2186,Male,37,25799,60
2187,Male,60,56237,63
2188,Male,31,28350,32
2189,Female,46,50842,30
2190,Male,47,31619,26
2191,Female,36,70203,59
2192,Male,36,37924,34
2193,Female,34,44618,68
2194,Female,24,39379,37
2195,Female,44,22529,48
2196,Male,18,130317,85
2197,Male,20,41572,36
2198,Male,36,41752,57
2199,Male,68,38484,12
2200,Female,37,24707,48
2201,Male,50,48770,26
2202,Female,32,67372,61
2203,Male,18,25204,24
2204,Male,18,63697,40
2205,Male,40,55448,59
2206,Female,47,107190,89
2207,Male,18,28280,35
2208,Female,31,77107,96
2209,Female,36,24411,71
2210,Male,54,103871,76
2211,Female,36,27443,65
2212,Female,55,39548,37
2213,Male,18,75924,77
2214,Male,54,67649,78
2215,Male,40,36406,81
2216,Female,36,64095,70
2217,Female,31,43527,80
2218,Female,23,22124,48
2219,Female,41,47421,52
2220,Male,28,47781,94
2221,Female,19,41839,65
2222,Female,31,138161,87
2223,Female,18,34805,51
2224,Female,52,40594,22
2225,Female,40,42933,42
